eid,seed,rtype,rsize,subject,medical,forgetting
E09_s7,7,real,50,moral_scenarios,False,-0.32625698324022345
E09_s7,7,real,50,nutrition,False,-0.013071895424836555
E09_s7,7,real,50,philosophy,False,-0.06109324758842449
E09_s7,7,real,50,prehistory,False,-0.030864197530864113
E09_s7,7,real,50,professional_accounting,False,-0.0035460992907802025
E09_s7,7,real,50,professional_law,False,-0.07366362451108222
E09_s7,7,real,50,professional_medicine,True,0.011029411764705954
E09_s7,7,real,50,professional_psychology,False,-0.03104575163398693
E09_s7,7,real,50,public_relations,False,-0.018181818181818188
E09_s7,7,real,50,security_studies,False,-0.1959183673469388
E09_s7,7,real,50,sociology,False,-0.014925373134328401
E09_s7,7,real,50,us_foreign_policy,False,0.020000000000000018
E09_s7,7,real,50,virology,True,-0.03614457831325302
E09_s7,7,real,50,world_religions,False,-0.011695906432748537
E10_s7,7,real,100,abstract_algebra,False,-0.08999999999999997
E10_s7,7,real,100,anatomy,True,-0.014814814814814836
E10_s7,7,real,100,astronomy,False,-0.019736842105263164
E10_s7,7,real,100,business_ethics,False,-0.020000000000000018
E10_s7,7,real,100,clinical_knowledge,True,-0.007547169811320753
E10_s7,7,real,100,college_biology,True,-0.00694444444444442
E10_s7,7,real,100,college_chemistry,False,0.0
E10_s7,7,real,100,college_computer_science,False,-0.020000000000000018
E10_s7,7,real,100,college_mathematics,False,-0.040000000000000036
E10_s7,7,real,100,college_medicine,True,0.00578034682080919
E10_s7,7,real,100,college_physics,False,0.009803921568627527
E10_s7,7,real,100,computer_security,False,-0.010000000000000009
E10_s7,7,real,100,conceptual_physics,False,-0.03404255319148941
E10_s7,7,real,100,econometrics,False,-0.08771929824561409
E10_s7,7,real,100,electrical_engineering,False,-0.020689655172413723
E10_s7,7,real,100,elementary_mathematics,False,-0.050264550264550234
E10_s7,7,real,100,formal_logic,False,-0.023809523809523836
E10_s7,7,real,100,global_facts,False,-0.07999999999999996
E10_s7,7,real,100,high_school_biology,False,-0.003225806451612856
E10_s7,7,real,100,high_school_chemistry,False,-0.014778325123152691
E10_s7,7,real,100,high_school_computer_science,False,-0.040000000000000036
E10_s7,7,real,100,high_school_european_history,False,-0.37575757575757573
E10_s7,7,real,100,high_school_geography,False,0.0
E10_s7,7,real,100,high_school_government_and_politics,False,-0.015544041450777146
E10_s7,7,real,100,high_school_macroeconomics,False,-0.05641025641025632
E10_s7,7,real,100,high_school_mathematics,False,-0.04444444444444451
E10_s7,7,real,100,high_school_microeconomics,False,-0.021008403361344463
E10_s7,7,real,100,high_school_physics,False,-0.052980132450331174
E10_s7,7,real,100,high_school_psychology,False,-0.007339449541284404
E10_s7,7,real,100,high_school_statistics,False,-0.02777777777777779
E10_s7,7,real,100,high_school_us_history,False,-0.2450980392156863
E10_s7,7,real,100,high_school_world_history,False,-0.32489451476793246
E10_s7,7,real,100,human_aging,True,0.0
E10_s7,7,real,100,human_sexuality,True,-0.022900763358778664
E10_s7,7,real,100,international_law,False,-0.04132231404958675
E10_s7,7,real,100,jurisprudence,False,0.0
E10_s7,7,real,100,logical_fallacies,False,-0.042944785276073594
E10_s7,7,real,100,machine_learning,False,-0.0267857142857143
E10_s7,7,real,100,management,False,0.019417475728155442
E10_s7,7,real,100,marketing,False,-0.008547008547008517
E10_s7,7,real,100,medical_genetics,True,-0.010000000000000009
E10_s7,7,real,100,miscellaneous,False,-0.03448275862068961
E10_s7,7,real,100,moral_disputes,False,0.011560693641618491
E10_s7,7,real,100,moral_scenarios,False,-0.34636871508379885
E10_s7,7,real,100,nutrition,False,-0.0032679738562091387
E10_s7,7,real,100,philosophy,False,-0.04180064308681675
E10_s7,7,real,100,prehistory,False,-0.01851851851851849
E10_s7,7,real,100,professional_accounting,False,0.007092198581560294
E10_s7,7,real,100,professional_law,False,-0.07757496740547587
E10_s7,7,real,100,professional_medicine,True,0.022058823529411797
E10_s7,7,real,100,professional_psychology,False,-0.022875816993464082
E10_s7,7,real,100,public_relations,False,-0.018181818181818188
E10_s7,7,real,100,security_studies,False,-0.19183673469387752
E10_s7,7,real,100,sociology,False,-0.00497512437810943
E10_s7,7,real,100,us_foreign_policy,False,0.020000000000000018
E10_s7,7,real,100,virology,True,-0.04216867469879515
E10_s7,7,real,100,world_religions,False,0.0
E11_s7,7,endogenous,100,abstract_algebra,False,-0.09999999999999998
E11_s7,7,endogenous,100,anatomy,True,-0.014814814814814836
E11_s7,7,endogenous,100,astronomy,False,-0.046052631578947345
E11_s7,7,endogenous,100,business_ethics,False,-0.039999999999999925
E11_s7,7,endogenous,100,clinical_knowledge,True,-0.007547169811320753
E11_s7,7,endogenous,100,college_biology,True,-0.02083333333333326
E11_s7,7,endogenous,100,college_chemistry,False,-0.020000000000000018
E11_s7,7,endogenous,100,college_computer_science,False,-0.030000000000000027
E11_s7,7,endogenous,100,college_mathematics,False,-0.050000000000000044
E11_s7,7,endogenous,100,college_medicine,True,0.011560693641618491
E11_s7,7,endogenous,100,college_physics,False,-0.009803921568627416
E11_s7,7,endogenous,100,computer_security,False,-0.020000000000000018
E11_s7,7,endogenous,100,conceptual_physics,False,-0.029787234042553234
E11_s7,7,endogenous,100,econometrics,False,-0.07017543859649122
